id,context,question,answer_text,answer_start
05e2dd2ef4a04f6a896999c0_2,බෙල්ජියමේ බ්‍රසල්ස් අගනුවර පෙරේදා (16) සිදු වූ වෙඩි තැබීමකින් ස්වීඩන් ජාතිකයන් දෙදෙනෙකු මියගොස් තවත් අයෙකු තුවාල ලබා රෝහල්ගත කර තිබේ. මෙම ප්‍රහාරයත් සමගම බ්‍රසල්ස් නගරයට ඉහළම ත්‍රස්තවාදී ප්‍රහාර අනතුරු ඇඟවීමක් නිකුත් කර තිබූ අතර යුරෝපයේ සෙසු රටවල දැඩි අවධානයට මෙම සිදුවීම ලක්ව තිබූ බව විදෙස් මාධ්‍ය පවසයි.,මෙම ප්‍රහාරයෙන් මියගිය පුද්ගලයන්ගේ ජාතිකත්වය කුමක්ද?,ස්වීඩන් ජාතිකයන්,62
064c9d2c21f546bbbc2cc088,"අම්පාර, මඩකළපුව සහ හම්බන්තොට දිස්ත්‍රික්කවල උදෑසන කාලයේදී වැසි ස්වල්පයක් ඇතිවිය හැක. දිවයිනේ සෙසු ප්‍රදේශවල ප්‍රධාන වශයෙන් වියලි කාලගුණික තත්ත්වයක් පවතී. බස්නාහිර, සබරගමුව සහ ඌව පළාත්වලත් ගාල්ල සහ මාතර දිස්ත්‍රික්කවලත් ඇතැම් ස්ථානවල උදෑසන කාලයේදී මීදුම් සහිත තත්ත්වයක් අපේක්ෂා කෙරේ.","ඇතැම් දිස්ත්‍රික්කවල උදෑසන වැසි ඇතිවිය හැක්කේ කොහිද?



","අම්පාර, මඩකළපුව සහ හම්බන්තොට දිස්ත්‍රික්කවල",0
064c9d2c21f546bbbc2cc088_2,"අම්පාර, මඩකළපුව සහ හම්බන්තොට දිස්ත්‍රික්කවල උදෑසන කාලයේදී වැසි ස්වල්පයක් ඇතිවිය හැක. දිවයිනේ සෙසු ප්‍රදේශවල ප්‍රධාන වශයෙන් වියලි කාලගුණික තත්ත්වයක් පවතී. බස්නාහිර, සබරගමුව සහ ඌව පළාත්වලත් ගාල්ල සහ මාතර දිස්ත්‍රික්කවලත් ඇතැම් ස්ථානවල උදෑසන කාලයේදී මීදුම් සහිත තත්ත්වයක් අපේක්ෂා කෙරේ.",දිවයිනේ අනෙකුත් ප්‍රදේශවල කාලගුණය කෙබඳුද?,ප්‍රධාන වශයෙන් වියලි,108
07a487d292bc40c596ffb44a,ශ්‍රී ලංකා මහ බැංකුව විසින් අද (28) දින නිකුත් කරන ලද දෛනික විනිමය අනුපාතික සටහනට අනුව ඩොලරයේ අගයෙහි සුළු වෙනසක් සිදුව තිබෙනවා.ඒ අනුව ඩොලරයේ ගැනුම් මිල රු. 295.8172ක් ලෙසයි සටහන්ව ඇත්තේ.එමෙන්ම එහි විකුණුම් මිල රු. 305.0549ක් ලෙස වාර්තා වී තිබෙනවා.කෙසේ වෙතත් පසුගිය සතියේ එහි ගැනුම් මිල රු. 295.2072 ලෙස සටහන් වූ අතර එහි විකුණුම් මිල රු. 304.4523 ලෙස සටහන්ව තිබුණා.,අද දිනයට ඩොලරයේ විකුණුම් මිල කීයද?,රු. 305.0549ක්,210
07a487d292bc40c596ffb44a_2,ශ්‍රී ලංකා මහ බැංකුව විසින් අද (28) දින නිකුත් කරන ලද දෛනික විනිමය අනුපාතික සටහනට අනුව ඩොලරයේ අගයෙහි සුළු වෙනසක් සිදුව තිබෙනවා.ඒ අනුව ඩොලරයේ ගැනුම් මිල රු. 295.8172ක් ලෙසයි සටහන්ව ඇත්තේ.එමෙන්ම එහි විකුණුම් මිල රු. 305.0549ක් ලෙස වාර්තා වී තිබෙනවා.කෙසේ වෙතත් පසුගිය සතියේ එහි ගැනුම් මිල රු. 295.2072 ලෙස සටහන් වූ අතර එහි විකුණුම් මිල රු. 304.4523 ලෙස සටහන්ව තිබුණා.,අද දිනයට ඩොලරයේ ගැනුම් මිල කීයද?,රු. 295.8172ක්,152
086b0bffffe34bf48e8f7883,"ශ්‍රී ලංකාව ජාත්‍යන්තර වෙළෙඳපොලෙන් ලබාගෙන ඇති ඩොලර් කෝටි 1,550ක ණය මුදලින් ඩොලර් කෝටි 1250ක් ජනාධිපති, රනිල් වික්‍රමසිංහගේ පාලන කාලය තුළ ලබාගත් ණය බව ජාතික ජන බලවේගයේ ජනාධිපති ධුර අපේක්ෂක අනුර කුමාර දිසානායක පවසනවා.ඔහු මේ බව සඳහන් කළේ මැල්සිරිපුර ප්‍රදේශයේ පැවැති ජන රැලියකට එක්වෙමින්.",ශ්‍රී ලංකාව ජාත්‍යන්තර වෙළෙඳපොලෙන් ලබාගෙන ඇති ණය මුදල කීයද?,"ඩොලර් කෝටි 1,550ක",46
086b0bffffe34bf48e8f7883_2,"ශ්‍රී ලංකාව ජාත්‍යන්තර වෙළෙඳපොලෙන් ලබාගෙන ඇති ඩොලර් කෝටි 1,550ක ණය මුදලින් ඩොලර් කෝටි 1250ක් ජනාධිපති, රනිල් වික්‍රමසිංහගේ පාලන කාලය තුළ ලබාගත් ණය බව ජාතික ජන බලවේගයේ ජනාධිපති ධුර අපේක්ෂක අනුර කුමාර දිසානායක පවසනවා.ඔහු මේ බව සඳහන් කළේ මැල්සිරිපුර ප්‍රදේශයේ පැවැති ජන රැලියකට එක්වෙමින්.","ඩොලර් කෝටි 1,250ක් ලබාගෙන ඇති පාලකයා කවුද?",රනිල් වික්‍රමසිංහගේ පාලන,103
08a722410ca8440385a2fe2b_2,මාර්ගගත ක්‍රමවේදය ඔස්සේ සැකකරුවන් අධිකරණයට ඉදිරිපත් කිරීම සඳහා එක්සත් ජාතීන්ගේ මත්ද්‍රව්‍ය හා අපරාධ පිළිබඳ කාර්යාලයේ මුල්‍යමය දායකත්වය මත ඉදිරිකරන ලද ජංගම අධිකරණ පද්ධතිය අද (03)  විවෘත කෙරුණි. අගුණුකොලපැලැස්ස බන්ධනාගාරයේ ඉදිකෙරුණු එම අංශය විවෘත කෙරුණේ අධිකරණ අමාත්‍ය විජයදාස රාජපක්ෂ මහතාගේ ප්‍රධානත්වයෙනි. මෙලෙසම මාතර සහ ගාල්ල බන්ධනාගාර තුළද ජංගම අධිකරණ ශාලා විවෘත කිරීම සිදුවිය.,ජංගම අධිකරණ පද්ධතිය කොතැනදී විවෘත වුණාද?,අගුණුකොලපැලැස්ස බන්ධනාගාරයේ,193
0a4c825f2da043fc84cca7e1,"රුසියානු - යුක්‍රේන යුද්ධයට එක්වීම සඳහා මෙරටින් ගිය ශ්‍රී ලාංකික විශ්‍රාමික සෙබළුන්ගෙන්  17 දෙනෙකු මියගොස් ඇති බව ඔවුන් පිළිබඳ සොයාබැලීම සඳහා රුසියාව බලා පිටත්ව ගිය මෙරට දූත පිරිසේ සාමාජික පාර්ලිමේන්තු මන්ත්‍රී දයාසිරි ජයසේකර මහතා පවසයි. කටුනායක ජාත්‍යන්තර ගුවන්තොටුපොළින් අද (29) අලුයම දිවයිනට පැමිණීමෙන් අනතුරුව මාධ්‍යයට අදහස් දක්වමින් ඔහු සඳහන් කළේ, යුද්ධයට එක්වූ 121 දෙනෙකු මේ වනවිට අතුරුදන්වී ඇති බවය. මෙම සිද්ධිය ගැන තොරතුරු සොයා බැලීමට විදේශ කටයුතු රාජ්‍ය අමාත්‍ය තාරක බාලසූරිය, පාර්ලිමේන්තු මන්ත්‍රීවරුන් වන ගාමිණී වලේබොඩ, දයාසිරි ජයසේකර මහතා ඇතුළු රාජ්‍ය නිලධාරීන් 8 දෙනෙකු පසුගියදා දිවයිනෙන් පිටත්ව ගොස් තිබුණි. එහිදී ශ්‍රී ලාංකික දූත පිරිස රුසියානු විදේශ කටයුතු නියෝජ්‍ය අමාත්‍යවරයා, රුසියානු ආරක්ෂක අමාත්‍යවරයා ඇතුළු නිලධාරින් පිරිසක් සමග සාකච්ඡා පවත්වා ඇත. අදාළ සාකච්ඡාවලින් අනතුරුව ඔවුන් අද අලුයම දිවයිනට පැමිණ තිබුණි.",රුසියානු - යුක්‍රේන යුද්ධයට එක්වීම සඳහා ශ්‍රී ලංකාවෙන් ගිය විශ්‍රාමික සෙබලුන්ගෙන් කොපමණ දෙනෙක් මියගොස් තිබේද?,17 දෙනෙකු මියගොස් ඇති බව,89
0a4c825f2da043fc84cca7e1_2,"රුසියානු - යුක්‍රේන යුද්ධයට එක්වීම සඳහා මෙරටින් ගිය ශ්‍රී ලාංකික විශ්‍රාමික සෙබළුන්ගෙන්  17 දෙනෙකු මියගොස් ඇති බව ඔවුන් පිළිබඳ සොයාබැලීම සඳහා රුසියාව බලා පිටත්ව ගිය මෙරට දූත පිරිසේ සාමාජික පාර්ලිමේන්තු මන්ත්‍රී දයාසිරි ජයසේකර මහතා පවසයි. කටුනායක ජාත්‍යන්තර ගුවන්තොටුපොළින් අද (29) අලුයම දිවයිනට පැමිණීමෙන් අනතුරුව මාධ්‍යයට අදහස් දක්වමින් ඔහු සඳහන් කළේ, යුද්ධයට එක්වූ 121 දෙනෙකු මේ වනවිට අතුරුදන්වී ඇති බවය. මෙම සිද්ධිය ගැන තොරතුරු සොයා බැලීමට විදේශ කටයුතු රාජ්‍ය අමාත්‍ය තාරක බාලසූරිය, පාර්ලිමේන්තු මන්ත්‍රීවරුන් වන ගාමිණී වලේබොඩ, දයාසිරි ජයසේකර මහතා ඇතුළු රාජ්‍ය නිලධාරීන් 8 දෙනෙකු පසුගියදා දිවයිනෙන් පිටත්ව ගොස් තිබුණි. එහිදී ශ්‍රී ලාංකික දූත පිරිස රුසියානු විදේශ කටයුතු නියෝජ්‍ය අමාත්‍යවරයා, රුසියානු ආරක්ෂක අමාත්‍යවරයා ඇතුළු නිලධාරින් පිරිසක් සමග සාකච්ඡා පවත්වා ඇත. අදාළ සාකච්ඡාවලින් අනතුරුව ඔවුන් අද අලුයම දිවයිනට පැමිණ තිබුණි.",යුද්ධයට එක්වූ ශ්‍රී ලාංකිකයන්ගෙන් කොපමණ දෙනෙකු අතුරුදන් වී තිබේද?,121 දෙනෙකු මේ වනවිට අතුරුදන්වී,367
0bf9467171254f06ae06aed0,22 වැනි ආණ්ඩුක්‍රම ව්‍යවස්ථා සංශෝධනය ජනපති රනිල් වික්‍රමසිංහ මහතාගේ නියමයෙන් ගැසට් කර තිබේ. මෙම සංශෝධනය ගෙන එන්නේ ජනාධිපතිවරයාගේ ධුර කාලය සම්බන්ධයෙන් ආණ්ඩුක්‍රම ව්‍යවස්ථාවේ 83 (ආ) ව්‍යවස්ථාවේ සඳහන් වසර 06ක් ඉක්මවා යන වචනය වෙනුවට වසර 05ක් ඉක්මවා යන වචනය ආදේශ කිරීම වෙනුවෙනි. මෙලෙස අද (19) එම ගැසට්ටුව ජනපති නියමයෙන් පළ කෙරුණේ එය ගැසට් කිරීමෙන් වළකින බවට අධිකරණ අමාත්‍ය ආචාර්ය විජයදාස රාජපක්ෂ මහතා ඊයේ (18) නිවේදනය කළ පසුබිමකය.,22 වැනි ආණ්ඩුක්‍රම ව්‍යවස්ථා සංශෝධනය කව්ද නියම කළේ?,ජනපති රනිල් වික්‍රමසිංහ,37
0ee403da5acd4273b3fbb4e0,"ඉන්ධන බෙදුම්කරුවන්ගේ මාසික වට්ටම් මුදලින් සියයට 35 ක් මාසික පරිහරණ ගාස්තුවක් ලෙස මෙම 4 වැනිදා සිට අයකර ගැනීමට ලංකා ඛනිජතෙල් සංස්ථාව තීරණය කර ඇති බවත් එම තීරණයට විරුද්ධව සංස්ථා පාලිත ඉන්ධන බෙදුම්කරුවන්ගේ සංගමය දැඩි පියවරක් ගන්නා බවත් සංස්ථා පාලිත බෙදුම්කරුවන්ගේ සංගමය පැවසීය. සංස්ථාව විසින් මාසික පරිහරණ ගාස්තුව ලෙස සංස්ථා පාලිත බෙදුම්කරුවන්ගෙන් දැනටමත් වට්ටම් මුදලින් සියයට 0.25 ක් අයකරන බවත් සංස්ථාව මඟින් ඔවුන්ගේ සියලුම වියදම් හා ලාභ ප්‍රතිශතයක් එක් කර බෙදුම්කරුවන් වෙත දෙන ඉන්ධන, ඔවුන් ප්‍රකාශ කරන මුදලට විකුණා ලබන ඉතා කුඩා ලාභ ප්‍රතිශතයෙන් තවත් සියයට 2.75 ක කොටසක් ලබාගැනීමට උත්සාහ කිරීම හෙළා දකින බවත් එම සංගමය කීය.",ලංකා ඛනිජතෙල් සංස්ථාව කොමක් අයකර ගැනීමට තීරණය කර ඇත?,මාසික පරිහරණ ගාස්තුව,54
0ee403da5acd4273b3fbb4e0_2,"ඉන්ධන බෙදුම්කරුවන්ගේ මාසික වට්ටම් මුදලින් සියයට 35 ක් මාසික පරිහරණ ගාස්තුවක් ලෙස මෙම 4 වැනිදා සිට අයකර ගැනීමට ලංකා ඛනිජතෙල් සංස්ථාව තීරණය කර ඇති බවත් එම තීරණයට විරුද්ධව සංස්ථා පාලිත ඉන්ධන බෙදුම්කරුවන්ගේ සංගමය දැඩි පියවරක් ගන්නා බවත් සංස්ථා පාලිත බෙදුම්කරුවන්ගේ සංගමය පැවසීය. සංස්ථාව විසින් මාසික පරිහරණ ගාස්තුව ලෙස සංස්ථා පාලිත බෙදුම්කරුවන්ගෙන් දැනටමත් වට්ටම් මුදලින් සියයට 0.25 ක් අයකරන බවත් සංස්ථාව මඟින් ඔවුන්ගේ සියලුම වියදම් හා ලාභ ප්‍රතිශතයක් එක් කර බෙදුම්කරුවන් වෙත දෙන ඉන්ධන, ඔවුන් ප්‍රකාශ කරන මුදලට විකුණා ලබන ඉතා කුඩා ලාභ ප්‍රතිශතයෙන් තවත් සියයට 2.75 ක කොටසක් ලබාගැනීමට උත්සාහ කිරීම හෙළා දකින බවත් එම සංගමය කීය.",ලංකා ඛනිජතෙල් සංස්ථාව මේ තීරණය අරඹන්නේ කුමක්ද?,4 වැනිදා සිට,85
0fdc8d86ed2945b7ba91b069_2,"ශ්‍රී ලංකා රේගු දෙපාර්තමේන්තුවේ රේගු පරීක්ෂක තනතුර සඳහා පුද්ගලයන්  බඳවා ගැනීමට  අනුරාධපුර වලිසිංහ හරිස්චන්ද්‍ර  විද්‍යාලයේ පැවති විභාගයකදී, කූඨ ලේඛන සකස් කර විභාගයට පෙනී සිටි පුද්ගලයෙකු අනුරාධපුර විශේෂ අපරාධ විමර්ශන අංශය මගින් අත්අඩංගුවට ගෙන තිබේ. මෙලෙස අත්අඩංගුවට පත්ව ඇත්තේ ප්‍රධාන පාර, ඉකිරිගොල්ලෑව, වහමල් ගොල්ලෑව ප්‍රදේශයේ පදිංචි 26 හැවිරිදි පුද්ගලයෙකි. ඊයේ(17 දා) වලිසිංහ හරිචන්ද්‍ර විද්‍යාලයේ පැවති රේගු දෙපාර්තමේන්තුවේ 2වන ශ්‍රේණියේ රේගු පරීක්ෂක තනතුරට බඳවා ගැනීමේ විවෘත තරග විභාගය සඳහා පෙනී සිටීමට නියමිතව සිටි 24 හැවිදි පුද්ගලයෙකුගේ හැඳුනුම්පත ඉදිරිපත් කර, අදාල විභාග ප්‍රවේශ පත්‍රයේ  නිල අයදුම්කරුගේ අස්සන  කූඨ ලෙස යොදා මෙම සැකකරු පෙනී සිට තිබූ බව පොලිසිය කියයි. මෙලෙස අත්අඩංගුවට ගත් පුද්ගලයා, විභාගයට පෙනී සිටීමට නියමිතව සිටි නීත්‍යානුකූල අයදුම්කරුගේ ඥාති සහෝදරයකු වන බවද පොලිසිය කියයි",ත්අඩංගුවට ගත් පුද්ගලයා පිහිටි පදිංචි ප්‍රදේශය කුමක්ද?,"ප්‍රධාන පාර, ඉකිරිගොල්ලෑව, වහමල් ගොල්ලෑව",276
